




;;aanhoort;;NLVerb;
;;aanhoren;;NLVerb;NLInf;
;;aanhouden;;NLVerb;NLInf;
;;aanhoudende;;NLAttradj;
;;aanhoudt;;NLVerb;
;;aanjaagt;;NLVerb;
;;aanjagen;;NLVerb;NLInf;
;;aanjoeg;;NLVerb;
;;aanjoegen;;NLVerb;
;;aankaart;;NLVerb;
;;aankaarten;;NLVerb;NLInf;
;;aankaartte;;NLVerb;
;;aankan;;NLVerb;
;;aankeek;;NLVerb;
;;aankeken;;NLVerb;
;;aankijk;;NLVerb;
;;aankijken;;NLVerb;NLInf;
;;aankijkt;;NLVerb;
;;aanklaagde;;NLVerb;
;;aanklaagden;;NLVerb;
;;aanklaagt;;NLVerb;
;;aanklagen;;NLVerb;NLInf;
;;aanklampen;;NLVerb;NLInf;
;;aanklampende;;NLAttradj;
;;aanklampte;;NLVerb;
;;aanklampten;;NLVerb;
;;aankleden;;NLVerb;NLInf;
;;aankleed;;NLVerb;
;;aankleedde;;NLVerb;
;;aankleedden;;NLVerb;
;;aankleedt;;NLVerb;
;;aanklik;;NLVerb;
;;aanklikken;;NLVerb;NLInf;
;;aanklikt;;NLVerb;
;;aanklop;;NLVerb;
;;aankloppen;;NLVerb;NLInf;
;;aanklopt;;NLVerb;
;;aanklopte;;NLVerb;
;;aanklopten;;NLVerb;
;;aanknipte;;NLVerb;
;;aanknoopt;;NLVerb;
;;aanknoopte;;NLVerb;
;;aanknopen;;NLVerb;NLInf;
;;aankocht;;NLVerb;
;;aankochten;;NLVerb;
;;aankom;;NLVerb;
;;aankomen;;NLVerb;NLInf;
;;aankomende;;NLAttradj;
;;aankomt;;NLVerb;
;;aankon;;NLVerb;
;;aankonden;;NLVerb;
;;aankondigde;;NLVerb;
;;aankondigden;;NLVerb;
;;aankondigen;;NLVerb;NLInf;
;;aankondigende;;NLAttradj;
;;aankondigt;;NLVerb;
;;aankoopt;;NLVerb;
;;aankopen;;NLRelCon;NLInfCon;
;;aankreeg;;NLVerb;
;;aankroop;;NLVerb;
;;aankruisen;;NLVerb;NLInf;
;;aankunnen;;NLVerb;NLInf;
;;aankunt;;NLVerb;
;;aankwam;;NLVerb;
;;aankwamen;;NLVerb;
;;aankweken;;NLVerb;NLInf;
;;aanlachte;;NLVerb;
;;aanlag;;NLVerb;
;;aanlandde;;NLVerb;
;;aanlandden;;NLVerb;
;;aanlandt;;NLVerb;
;;aanleerde;;NLVerb;
;;aanleert;;NLVerb;
;;aanlegde;;NLVerb;
;;aanlegden;;NLVerb;
;;aanleggen;;NLVerb;NLInf;
;;aanlegt;;NLVerb;
;;aanleiding gegeven;;NLPartAdj;
;;aanlengen;;NLVerb;NLInf;
;;aanleren;;NLVerb;NLInf;
;;aanleunde;;NLVerb;
;;aanleunen;;NLVerb;NLInf;
;;aanleunt;;NLVerb;
;;aanleveren;;NLVerb;NLInf;
;;aanlevert;;NLVerb;
;;aanliep;;NLVerb;
;;aanliepen;;NLVerb;
;;aanliggende;;NLAttradj;
;;aanligt;;NLVerb;
;;aanlokkelijke;;NLAttradj;
;;aanloopt;;NLVerb;
;;aanlopen;;NLVerb;NLInf;
;;aanmaak;;NLStemCon;NLRelCon;
;;aanmaakt;;NLVerb;
;;aanmaakte;;NLVerb;
;;aanmaande;;NLVerb;
;;aanmaant;;NLVerb;
;;aanmaken;;NLVerb;NLInf;
;;aanmanen;;NLVerb;NLInf;
;;aanmatigde;;NLVerb;
;;aanmatigende;;NLAttradj;
;;aanmeerde;;NLVerb;
;;aanmeerden;;NLVerb;
;;aanmeert;;NLVerb;
;;aanmeldde;;NLVerb;
;;aanmeldden;;NLVerb;
